text,aspect_term,polarity
It has far exceeded my expectations for power[comma] storage[comma] and abilitiy.,power,positive
Another included program that is laughable is the chess game.,included program,negative
It seems they could have updated XP and done without creating Vista.,Vista,negative
Then after 4 or so months the charger stopped working so I was forced to go out and buy new hardware just to keep this computer running.,charger,negative
Even out of warranty!,warranty,neutral
The Macbook is also made better[comma] my computer has never got a virus[comma] and the laptop runs just as fast as the first day I bought it.,runs,positive
The DVD burner broke after burning 3 DVD'd during that time!,DVD burner,negative
_ We have had numerous problems with Vista[comma] such as Adobe Flash player just quits and has to be uninstalled and then reinsalled[comma] Internet Explore just quits and you lose whatever you were working on[comma] also[comma] the same Windows update has appeared on this computer since we got it and has been updated probably 400 times[comma] the same update.,Windows update,negative
The keyboard is slick and quiet and not bulky like some other laptops I have had in the past.,keyboard,positive
The processor is very quick and effective as I load webpages and applications.,webpages,neutral
Now I have the best of both worlds with all of the power and ease of the Mac!,power,positive
The display is beyond horrible.,display,negative
It's so much easier to navigate through the operating system[comma] to find files[comma] and it runs a lot faster!,navigate,positive
And if you do a lot of writing[comma] editing is a problem since there is no  forward delete  key.,delete  key,negative
_ This time the mouse pad and right click key wouldn't work!,mouse pad,negative
So I called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all[comma] I just chose to hide the message.,performance,neutral
Seems to slow down occassionally but can run many applications (ie Internet tabs[comma] programs[comma] etc) simultaneously.,applications,positive
We figure that after everything HIS pc actually ended up costing $350 more than my original Mac.,costing,negative
I am using the external speaker- sound is good.,sound,positive
The display on this computer is the best I've seen in a very long time[comma] the battery life is very long and very convienent.,display,positive
I was disappointed when I realized that the keyboard doesn't light up on this model.,keyboard,negative
the graphics are awful and the wireless switch it at the top rather than the side which I am used to it being on the side.,graphics,negative
The battery life is also relatively good.,battery life,positive
The price and features more than met my needs.,price,positive
It made the computer much easier to use and navigate.,use,positive
I bought a cordless mouse for it[comma] but don't always take it out;,cordless mouse,positive
company provides UPS shipping[comma] fast[comma] great!,shipping,positive
A SECOND PROBLEM INVOLVES THE BATTERY WHICH IS ADVERTISED AS HAVING A STORAGE LIFE OF 11 HOURS BUT WHEN FULLY CHARGED SHOWS ONLY 7 HOURS OF SERVICE.,SERVICE,negative
I do not experience a lot of heat coming out of it[comma] however I would highly suggest purchasing a stand however[comma] due to the nature of the design of the macbook as it is one very large heat sink.,stand,neutral
I also like the acer arcade but these were reallythe only two things I liked about this laptop.,acer arcade,positive
Reason why? It's because when you buy it[comma] you know first thing that you will not lose any value for that laptop[comma] the price will stay the same for the next year[comma] and even if Apple does decides to change mode[comma] your laptop value will only drop 10-20%[comma] unlike PC laptops which drop more than 80%.,price,positive
But guess what?  (you have to buy an external dvd drive it doesn't have a built in type) The notebook can't be used because it doesn't read anything for an external drive.,external dvd drive,negative
I had to re-install Windows within two weeks of the purchase and soon discovered cracks in the screen hinges.,Windows,negative
the mouse is way way way to sensitve.,mouse,negative
The paint wears off easily due to the keyboard being farther back than usual.,keyboard,negative
The tech store I purchased this from sent it back[comma][comma][comma][comma][comma]eventually I got a new or repaired machine approximately 3 weeks later.,tech store,negative
_ I sent it back and found this time that the battery was faulty[comma] so I got a new one and some other fixes they found.,battery,negative
This computer was so challenging to carry and handle.,carry,negative
I am ADDICTED to photo booth!,photo booth,positive
There was a little difficulty doing the migration as the firewire cable system can't be used with the iBook.,iBook,neutral
Great laptop that offers many great features!,features,positive
I love my Apple[comma] it is quick and easy to use.,use,positive
The other lock-up problems are from a myriad of causes[comma] the most common being a corrupted version of Appleworks which can render the browser useless.,browser,negative
I play a lot of casual games online[comma] and the touchpad is very responsive.,touchpad,positive
It didn't come with any software installed outside of windows media[comma] but for the price[comma] I was very pleased with the condition and the overall product.,price,positive
the graphics are awful and the wireless switch it at the top rather than the side which I am used to it being on the side.,wireless switch,negative
You know[comma] using the computer should be fun[comma] not aggrevation[comma] especially when you are playing games or working with photos.,playing games,neutral
Crisp screen[comma] great battery life[comma] and plenty of storage.,screen,positive
I even got my teenage son one[comma] because of the features that it offers[comma] like[comma] iChat[comma] Photobooth[comma] garage band and more!,iChat,positive
The internet was locekd and froze every time it was trying to be used[comma] and the command prompt would not work at all.,internet,negative
Learning all of the keyboard shortcuts only took a few minutes to get used to as some of the shortcuts are the same on Windows machines.,shortcuts,neutral
The program came with the computer and works beautifully.,program,positive
The battery life[comma] before the battery completely died of course[comma] left much to be desired.,battery life,negative
Have had many higher priced computers crash and burn long before ever got to use all that great memory and speed[comma] etc.,memory,negative
Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,mic,negative
The processor screams[comma] and because of the unique way that Apple OSX 16 functions[comma] most of the graphics are routed through the hardware rather than the software.,OSX 16,positive
I respond that I do not have the old computer and this way I would lose the data on my hard drive.,hard drive,negative
Acer was no help and Garmin could not determine the problem(after spending about 2 hours with me)[comma] so I returned it and purchased a Toshiba R700 that seems even nicer and I was able to load all of my software with no problem.,software,positive
If you check you will find the same notebook with the above missing ports and a dual core AMD or Intel processor.,ports,neutral
This is my first Dell I heard their customer service was lacking and that they were working on improving it!,customer service,negative
I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid[comma] (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.,built-in webcam,negative
Windows also shuts the computer down for no reason without warning.,Windows,negative
I wish iWork or MS Office came with the Mac[comma] but MS Office doesn't even come with most pc laptops.,MS Office,negative
I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home[comma] and it runs just fine.,Windows 7 Starter,neutral
Its fast[comma] has High definition quality in the videos.,High definition quality,positive
The computer itself was fast[comma] ran smoothly[comma] and had no problems.,ran,positive
Also[comma] my sister got the exact same laptop (since they were so cheap) and after 8 months[comma] the screen split in half just from everyday use.,screen,negative
The difference is it's a whole lot of fun using the laptop now[comma] still learning the Apple navigation[comma] but is fun and comes with a lot of cool apps.,Apple navigation,neutral
Unable to boot up this brand new laptop.,boot up,negative
and plenty of storage with 250 gb(though I will upgrade this and the ram..),ram,neutral
Waiting for the i7 was well worth it[comma] great value for the price.,price,positive
The DVD drive randomly pops open when it is in my backpack as well[comma] which is annoying.,DVD drive,negative
This computer was so challenging to carry and handle.,handle,negative
The size is perfect and I do not recomend anything bigger except for any person who can exceed the limited space it gives you.,space,negative
"There is a small red circle next to it with a x in the middle[comma] and when I click on it it says: "" Consider replacing your battery"" and it does not hold full charge.",battery,neutral
The screen is nice and the images comes very clear[comma] the keyboard and the fit just feels right.,fit,positive
In the shop[comma] these MacBooks are encased in a soft rubber enclosure - so you will never know about the razor edge until you buy it[comma] get it home[comma] break the seal and use it (very clever con).,edge,negative
Going to bring it to service today.,service,neutral
The macbooks are small enough to be very portable yet hold tons of information and performance.,performance,positive
The graphics are great.,graphics,positive
(Beware[comma] their staff could send you back making you feel that only they know what a computer is.,staff,negative
the programs are esay to use and are quick to process this computer works like a charm.,use,positive
Again[comma] decent comp for the price[comma] and I was in need of one quickly as my other laptop died on me.,price,positive
Everything I have tried has worked and I never have to carry the wall charger cause the battery is so awesome.,battery,positive
The processor is very quick and effective as I load webpages and applications.,load,positive
The computer was shipped to their repair depot_ on june 24 and returned on July 2 seems like a short turn around time except the computer was not repaired when it was returned.,repair depot,neutral
I am most impressed with the programming[comma] including the iPhoto.,programming,positive
Then the hard drive failed;,hard drive,negative
The graphics are stunning.,graphics,positive
) I also purchased  Applecare  for $300[comma] which is a three year extended warranty[comma] since I ve never seen any laptop that lasted more than two.,extended warranty,neutral
previous laptops were pc's[comma] still have them[comma] but the mac osx is a clean and smooth operating system.,operating system,positive
the only fact i dont like about apples is they generally use safari and i dont use safari but after i install Mozzilla firfox i love every single bit about it.,Mozzilla firfox,positive
It has a 10 hour battery life when you're doing web browsing and word editing[comma] making it perfect for the classroom or office[comma] and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.,battery life,positive
Processor - When compared to my 3 week old Early 2011 edition there I barely experience any difference in performance (2.3 GHz v/s 2.4 GHz).,Processor,neutral
The Macbook arrived in a nice twin packing and sealed in the box[comma] all the functions works great.,twin packing,positive
Externally the keys on my keyboard are falling off[comma] after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit[comma] and the screen has a terrible glare.,paint,negative
iTunes is a handy music-management program[comma] and it is essential for anyone with an iPod.,program,positive
Because we did not purchase the extended warranty in time[comma] we are on the hook for the repair.,extended warranty,negative
The price is great for this model[comma] I only plan on using it for media in the entertainment room.,price,positive
The battery life seems to be very good[comma] and have had no issues with it.,battery life,positive
Or the cursor would show up some place else.,cursor,negative
It took several weeks just to get them to acknowledge that I owned the warranty.,warranty,negative
It runs very quiet too which is a plus.,runs,positive
If you really want a bang-up system and don't need to run Windows applications[comma] go with an Apple;,Windows applications,neutral
_ i must keep it plugged in at all times because it will not keep a charge for longer than four minutes.,charge,negative
Anyway[comma] in early July of this year[comma] the DVD burner stopped working[comma] and the computer stared having issues with power supply.,power supply,negative
( The iBook backup also uses a firewire connection).,firewire connection,neutral
I ordered through MacMall[comma] which saved me the sales tax I would have incurred buying locally.,sales tax,positive
Acer has set me up with FREE recovery discs[comma] when they are available since I asked.,recovery discs,positive
Games being the main issue.,Games,negative
_ After the warrenty expired the hard drive went bad and it would have cost more to fix then to replace.,hard drive,negative
Despite the claims of the Apple apologists (a vice of which I am recently myself reformed) the internals of Mac laptops are NO different from PCs' at this point.,internals,negative
Overall : Poor[comma] Features: Average[comma] Performance: Poor[comma] Battery Life: Excellent[comma] Price-Value: Poor,Features,neutral
It is in the best condition and has a really high quality.,quality,positive
"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.",shipping,positive
The Material this Pro is made out of seems a lot nicer than any PC  Specs: Like I said this performs a lot better than any computer I've had in the past.,Specs,negative
At first it worked well for a month or so then the system board failed and I send it in to toshiba some complaints and three weeks later I then receive my laptop back only to discover that it still has the same problem so now I have to send it back again to get it fixed again.,system board,negative
I think part of the problem with this computer is Vista[comma] yet I know Vista isn't the entire issue because my latest purchase was my Acer and it also has Vista (I should have waited the few months to get the next operating system).,operating system,neutral
After about a week I finally got it back and was told that the motherboard had failed and so they installed a new motherboard.,motherboard,neutral
"I love a ""pc"" but I was ready for a change and tired of the windows system.",windows system,negative
Its small enough where I can take it pretty much anywhere[comma] but still has a big enough screen to get everything done.,screen,positive
I had always used PCs and been constantly frustrated by the crashing and the poorly designed operating systems that were never very intuitive.,operating systems,negative
But Sony said we could send it back and be charged for adding the bluetooth an additional seventy something dollars.,adding the bluetooth,negative
oh yeah[comma] and if the fancy webcam breaks guess who you have to send it to to get it fixed?,webcam,negative
I custom ordered the machine from HP and could NOT understand the techie due to his accent.,techie,negative
_ After the warrenty expired the hard drive went bad and it would have cost more to fix then to replace.,warrenty,neutral
I contacted Acer and they are giving me FREE recovery DVDs[comma] so don't go and pay for them[comma] just ask for them and they should give them to you.,recovery DVDs,positive
The processor is very quick and effective as I load webpages and applications.,applications,neutral
First[comma] you ll discover that the word processing program known as  Appleworks  rarely translates perfectly on anyone else s computer[comma] if it translates at all.,word processing program,negative
Screen[comma] keyboard[comma] and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen[comma] responsive island backlit keyboard[comma] and fun multi-touch mouse is worth the extra money to me alone.,multi-touch mouse,positive
All in all[comma] a very disappointing experience except that I learned how good the Geek Squad is and also Customer Service.,Customer Service,positive
It didn't come with any software installed outside of windows media[comma] but for the price[comma] I was very pleased with the condition and the overall product.,windows media,neutral
It is loaded with programs that is of no good for the average user[comma] that makes it run way to slow.,programs,negative
Keyboard is reasonable size.,Keyboard,positive
also you may need to charge it once a day[comma] if for medium use every thing fast and easy with mac  the size and look is the most feature that attracted me to it.,charge,neutral
The computer will constantly be getting hot and burning your leg unless you go through the hassle of taking off the entire back of it just to clean out the fan.,fan,negative
_ We have had numerous problems with Vista[comma] such as Adobe Flash player just quits and has to be uninstalled and then reinsalled[comma] Internet Explore just quits and you lose whatever you were working on[comma] also[comma] the same Windows update has appeared on this computer since we got it and has been updated probably 400 times[comma] the same update.,Vista,negative
Though the picture[comma] video[comma] and music software is nowhere close to professional grade software Im used to (CS5) but does the job for beginner and even intermediate media designers.,music software,negative
I noticed windows has a new system called Windows 7[comma] what about us Vista users?_ They should get all the bugs out of Vista before investing in a new system.,Vista,neutral
There is no need to open a program first and the cliick open or import.,program,positive
Its pretty fast and does not have hiccups while I am using it for web browsing[comma] uploading photos[comma] watching movies (720p) on occasion and creating presentations.,creating presentations,positive
It seems they could have updated XP and done without creating Vista.,XP,positive
I will never go back to Windows!,Windows,negative
The quality[comma] engineering design and warranty are superior--covers damage from dropping the laptop.,warranty,positive
The body is a bit cheaply made so it will be interesting to see how long it holds up.,body,negative
But the machine is awesome and iLife is great and I love Snow Leopard X.,Snow Leopard X,positive
Compared to similarly spec'd PCs[comma] this machine is good value[comma] well built and works easily right out of the box.,built,positive
I also enjoy the fact that my MacBook Pro laptop allows me to run Windows 7 on it by using the VMWare program.,VMWare program,neutral
Love the graphics[comma] awesome programs (including Garageband)[comma] and really cool default background.,default background,positive
The other lock-up problems are from a myriad of causes[comma] the most common being a corrupted version of Appleworks which can render the browser useless.,Appleworks,negative
"I made a photo book as a gift[comma] on my computer[comma] pushed ""Buy"" and it drew from my iTunes account and sent the book to my house[comma] the book was of perfect quality-exactly how I had created it and looked better than I had even imagined.",iTunes,neutral
It did fairly well[comma] other than it's poor performance[comma] overheating and occational blue screen.,performance,negative
The display is awesome.,display,positive
Love that it doesn't take up space like a regular computer.,space,positive
It gives me the power and speed that I need to run all the programs I use to edit.,speed,positive
The driver updates don't fix the issue[comma] very frustrating.,driver updates,negative
What I'd like is for the laptop to run well without having to purchase additional memory.,memory,negative
The ease of set up was terrific.,set up,positive
You can even run a parallels type program easily and run any leftover PC software that you absolutely cannot be without.,software,positive
It has a .1 ghz faster processor and a stock 500gb hard drive.,500gb hard drive,positive
They said that my computer was covered on an extended warranty[comma] and that products with_ extended warranties are taken care of through third parties and not Sony itself anymore.,extended warranties,neutral
I had my IWORKS[comma] Itunes[comma] Email[comma] MS Office[comma] network and printers set up and completely working perfectly within an hour.,MS Office,positive
I love the operating system and the preloaded software.,preloaded software,positive
They went through asking me open up various components[comma] taking battery out[comma] hard disk apart[comma] and after 2 hours on phone could not fix it.,battery,neutral
1.You can not change your desktop background (window's 7 starter does NOT support that function).,function,negative
:-)If you buy this - don't go into it expecting 7 hrs of battery life[comma] and you'll be perfectly satisfied.,battery life,negative
Not only are the versions of these programs able to be saved[comma] worked on and opened on both a PC and Mac[comma] the versions of these programs on a Mac are graphically and functionally superior.,programs,positive
While I mostly use it for email[comma] internet and gaming[comma] I'm confident all other applications live up to the high standard I've come to appreciate from Mac laptops.,gaming,neutral
the only problem is that i had to add 1 gb RAM[comma] the computer was kinda slow.,RAM,negative
They only stay charged a little over an hour.,charged,negative
the key bindings take a little getting used to[comma] but have loved the Macbook Pro.,key bindings,negative
u can do what u want in just few seconds[comma] even to start up your computer takes few seconds.,start up,positive
_ It gets stuck all of the time you use it[comma] and you have to keep tapping on it to get it to work.,work,negative
Again in February my computer completely failed to the point that it could not load Windows so I contacted Acer to get it fixed thru my Warrenty and it took about 3 days fighting on the phone with agents and it seemed as though NONE of them spoke English.,Warrenty,neutral
It's still beautiful and has better color reproduction than I could ever expect from a notebook.,color reproduction,positive
The built-in webcam is great for Skype and similar video-chat services.,built-in webcam,positive
I've been impressed with the battery life and the performance for such a small amount of memory.,battery life,positive
still testing the battery life as i thought it would be better[comma] but am very happy with the upgrade.,battery life,negative
Newegg's RMA service was great as always[comma] I contacted them late Friday night[comma] and they issued me an RMA number and a PrePaid UPS shipping label the very next morning on Saturday.,RMA service,positive
I thought the price was great for the specs.,specs,positive
I wiped nearly everything off of it[comma] installed OpenOffice and Firefox[comma] and I am operating an incredibly efficient and useful machine for a great price.,OpenOffice,neutral
Setting would change for some reason[comma] the screen size would change on it's own[comma] like the pixel sizes and whatnot.,pixel sizes,negative
It had a cooling system malfunction after 10 minutes of general use[comma] and would not move past this error.,cooling system,negative
Although the price is higher then Dell laptops[comma] the Macbooks are worth the dough.,price,negative
Bigger HD[comma] better graphics card[comma] and a bid HD.,graphics card,positive
After talking it over with the very knowledgeable sales associate[comma] I chose the MacBook Pro over the white MacBook.,sales associate,positive
I reinstalled windows through the recovery discs and everything seemed good again.,windows,positive
In the first moth of owning this computer its hardrive failed which had to be replaced.,hardrive,negative
Summary: HP knew they were shipping out bad BIOS and did nothing proactive to resolve it.,BIOS,negative
I love this program[comma] it is superior to windows movie maker.,program,positive
the mouse buttons are hard to push.,mouse buttons,negative
I just took the broken cords into the Apple store and they gave me new ones.,cords,positive
/ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen...,cooling system,positive
Oh and it has word and stuff but its a trial verion so after about a month or so when you go to open it it asks for a product key which didnt come with the computer and even after clicking cancel it wont let you use it at all I use the old word processer which works good.,word processer,positive
I am constantly trying to uninstall programs[comma] clean cookies[comma] and delete unused files.,programs,neutral
The only bad part is the size/weight.,size,negative
However[comma] I love this particular Mac because its very fast[comma] great size[comma] and has fantastic features like the lighted keyboard and easy mouse pad.,size,positive
I had to adjust my mousepad sensitivity[comma] because it is very sensitive.,mousepad sensitivity,negative
Microsoft seems to be unable to keep up with repairs for the multitude of windows problems.,windows,negative
I can have both OSX and Windows XP running at the same time!,OSX,positive
In fact[comma] somehow (and I never opened it up) some specks of dust or something got inside the screen and are now there permanently[comma] behind the front of the screen[comma] in the way of the display.,screen,negative
_ the battery is irreplaceable.,battery,negative
Overall[comma] I experienced a huge change in that my mac runs pretty fast compared to my old PC.,runs,positive
Oh yea[comma] has no numeric pad on the side.,numeric pad,negative
I also purchased iWork to go with it which has programs for word processing[comma] spreadsheets[comma] and presentations (similar to Microsoft Office).,Microsoft Office,neutral
I was originally concerned that I couldn't view work I had done in college on my Mac because of the PC formatting[comma] but I was even more thrilled to learn of programs like iLife and iWork that allow you to convert your PC documents into readable files on Macs.,iLife,positive
Before[comma] I reloaded with Windows 7 Ultimate and used only the downloaded drivers from Acer's site.,drivers,neutral
Mac is not made for gaming.,gaming,negative
I paid for extra memory and the 17-inch screen[comma] as well as the top of the line DVD and CD burners.,memory,neutral
So[comma] after Apple replaced the hard drive I enjoyed another 4 months of my new computer[comma] until it froze this morning--completely.,hard drive,neutral
The keyboard[comma] which generally felt okay even for someone used to a desktop keyboard[comma] now looks terrible.,desktop keyboard,neutral
It is easy to navigate and update programs.,navigate,positive
It took Toshiba tech support 4 calls and 4 different techs to correct the problem.,techs,negative
lightweight[comma] long battery life[comma] excellent transition from PC;,battery life,positive
It is fast and i have not had a problem with internet connection or any other problems.,internet connection,positive
but it  has a major design flaw.,design,negative
They also have a longer service life than other computers (I have several friends who still use the older Apple PowerBooks).,service life,positive
Also[comma] the extended warranty was a problem.,extended warranty,negative
[comma] Applications respond immediately (not like the tired MS applications).,MS applications,negative
I also liked the glass screen.,glass screen,positive
A great feature is the spotlight search: one can search for documents by simply typing a keyword[comma] rather than parsing tens of file folders for a document.,spotlight search,positive
I recommend for word processing and internet users.,internet,positive
There is a backlit keyboard which is perfect for typing in the dark.,backlit keyboard,positive
All of the programs (Keynote[comma] Pages[comma] Numbers) have an option to save your documents as Microsoft compatible[comma] which really eliminates the need for the actual.,Numbers,neutral
Called Acer many times[comma] they want me to pay the shipping to ship it to their repair center - I was very disappointed since it is a brand new computer!,repair center,neutral
lots of preloaded software.,preloaded software,positive
I'm having the laptop returned unrepaired since paying $176 every 3  months just isn't worth it (that's about how long the port seems to  last).,port,negative
The rep did not even answer my question[comma] I had to ask him[comma] if he understood what I ask or if he spoke english because he didn't even try to acknowledge my question.,rep,negative
Its Office compatible[comma] but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.,programs,neutral
"The tech guy then said the service center does not do 1-to-1 exchange and I have to direct my concern to the ""sales"" team[comma] which is the retail shop which I bought my netbook from.",service center,negative
The battery life was supposed to be 6 hours[comma] but even if I ran off the battery with the high effeciency setting the battery would only last me on average about 2.5 to 3 hours.,battery life,negative
The battery never held a charge longer than one hour and within two months[comma] stopped holding a charge for more than ten minutes.,charge,negative
I have not had a problem with the applications quitting or freezing.,applications,positive
the mouse on the pad[comma] the left button always sticks.,left button,negative
the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic[comma] not to mention the laptop was designed for right handed person.,touch-pad,neutral
They should have included more memory on their computers if they knew Vista would run slowly.,memory,negative
I've had to call Apple support to set up my new printer and have had wonderful experiences with helpful[comma] english speaking (from Vancouver) techs that walked me through the processes to help me.,techs,positive
Best thing is I can use existing 32 bit old programs.,programs,positive
COMPUTER HAS BEEN AT SERVICE FACILITY MORE THAN IN MY HANDS.,SERVICE FACILITY,negative
Wonderful zooming.,zooming,positive
Very fast boot up and shut down.,shut down,positive
THEN[comma] one month after the warranty expired[comma] the replacement charger went.,replacement charger,negative
Fan noise: The fan made a constant hissing noise in the background.,Fan,negative
Love the speed[comma] especially!,speed,positive
Well[comma] I have to say since I bought my Mac[comma] I won't ever go back to any Windows.,Windows,negative
The Toshiba laptop I am using is easier to use than most I have tried.,use,positive
I take it everywhere with me because it's so easy to carry.,carry,positive
But with A WAY Bigger Screen[comma] and IS able to connect to an HDMI.,HDMI,neutral
Would like more trendy[comma] high tech features.,features,negative
Simple to use[comma] and great graphics.,graphics,positive
"I'm still within the one year warranty but the repair ""depot""  has deemed that this time it was caused by physical abuse and is not  covered.",warranty,negative
(The SATA controller is the motherboard chip that lets the CPU talk to the hard drive.),hard drive,neutral
) I also tried the touch pad and compared it to other netbooks in the store.,touch pad,neutral
"No[comma] tey don't even support their own bios and it ""could be a problem with the bios"" How can a company that makes a fairly decent product get away with such insanity??!!",bios,negative
The port is secured to motherboard so when this  happens you can't see the plug at all[comma] it's just gone.,plug,negative
I BOUGHT THIS LAP TOP AND THE CHARGE TIME DOSEN'T LAST AS LONG AS THEY SAY IT WILL MORE LIKE 2 HOURS,CHARGE TIME,negative
this is my second one and the same problem[comma] bad video card  unreliable overall[comma] this will be my second time returning this laptop back to best buy.,video card,negative
The battery gets so HOT it is scary.,battery,negative
I was looking too closely at the other performance specs and while comparing[comma] I took it for granted that these features were standard.,features,neutral
I wish the volume could be louder and the mouse didnt break after only a month.,volume,negative
_ I would  rather spend my money on a computer that costs more then a Toshiba that  isn't good at all.,costs,negative
As a computer science student in college[comma] I find that the portability[comma] longevity[comma] and ease of use of this computer make me (shockingly) want to do homework more;,portability,positive
_ Also[comma] the battery does not last very long at all.,battery,negative
It had some kind of pre installed software update that completely shut the computer down when you clicked it.,pre installed software update,negative
I sent it back to Toshiba twice they covered it under the  warranty.,warranty,positive
Apparently well-built and gorgeous to look at[comma] the i5 MacBook Pro is a winning combination of price and performance.,performance,positive
"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.",budget,positive
 Touchpad will take a bit of time to get used to.,Touchpad,neutral
It works great for general internet use[comma] Microsoft Office apps[comma] home bookkeeping[comma] etc.,internet use,positive
I like those programs better than Office and you can save your files to be completely compatible with the Office programs as well.,Office programs,neutral
It has just enough RAM to run smoothly and enough memory to satisfy my needs.,memory,positive
I had in the past a Dell laptop and they sent me the items it needed or they sent a repair technician to my house to fix it.,repair technician,positive
It is easy to use[comma] its keyboard easily accommodates large hands[comma] and its weight is fantasic.,keyboard,positive
The start menu is not the easiest thing to navigate due to the stacking.,navigate,negative
Navigation through the computer is far superior compared to Windows operating systems[comma] as well.,Navigation,positive
while the keyboard itself is alright[comma] the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons.,keyboard,positive
The service I received from Toshiba went above and beyond the call of duty.,service,positive
the i3 processor doesn't seem to run hot and the fan rarely turns on.,fan,positive
It gives me the power and speed that I need to run all the programs I use to edit.,power,positive
The design is awesome[comma] quality is unprecedented.,quality,positive
It had most of the features and all of the power that I wanted to replace my desktop machine.,power,positive
The Mac Snow Leopard O/S is extremely easy to use[comma] although very different than Win XP[comma] Visa or Win7.,Win7,neutral
Also[comma] if you need to talk to a representive at Microsoft[comma] there is a charge[comma] which I believe is robbery[comma] since you are charged enormous amounts for a very badly designed system[comma] which most people would have went with XP if they could.,XP,positive
Drivers updated ok but the BIOS update froze the system up and the computer shut down.,BIOS update,negative
Took me 11 hours[comma] 3 trips to different FedEx offices[comma] and brutal conversations with 14 of the worse IT support technicians in the world.,IT support technicians,negative
The dv4 boasted a faster processor[comma] more memory[comma] and a bigger hard drive than my old computer[comma] plus a better quality web cam[comma] nicer screen[comma] and many other features.,memory,positive
But guess what?  (you have to buy an external dvd drive it doesn't have a built in type) The notebook can't be used because it doesn't read anything for an external drive.,external drive,negative
Yes[comma] a Mac is much more money than the average laptop out there[comma] but there is no comparison in style[comma] speed and just cool factor.,style,positive
So[comma] I took it back to the apple store and they narcissist genius bar staff) fixed it by resetting the fan at boot up.,fan,neutral
The programs are great[comma] like iphoto (love the editing capabilities)[comma] imail (which can incorporate with the address book on the ipod and ipad)[comma] imovie[comma] etc.,imail,positive
Good keyboard[comma] long battery life[comma] largest hard drive and windows 7.,hard drive,positive
For the not so good[comma] I got the stock screen - which is VERY glossy.,stock screen,negative
Apple is always great about the aesthetics of things[comma] they always come up with good looking products.,aesthetics,positive
Took several hours with customer support before I could even start the PC out of the box.,customer support,negative
I had to pay for the shipping!,shipping,negative
_ It is easy to use[comma] fast and has great graphics for the money.,use,positive
The OS is also very user friendly[comma] even for those that switch from a PC[comma] with a little practice you can take full advantage of this OS!,OS,positive
the only fact i dont like about apples is they generally use safari and i dont use safari but after i install Mozzilla firfox i love every single bit about it.,safari,negative
All the programs are easy and straight forward on my MacBook Pro[comma] it is clean and organized[comma] which I always strive to be myself.,programs,positive
It could be a perfect laptop if it would have faster system memory and its radeon 5850 would have DDR5 instead of DDR3.,DDR3,negative
Not to mention it has shit gigs.,gigs,negative
(The SATA controller is the motherboard chip that lets the CPU talk to the hard drive.),SATA controller,neutral
It is absolutely horrible to use[comma] despite all its so called advanced features.,use,negative
It is easy to use and lightweight.,use,positive
The computer runs very fast with no problems and the iLife software that comes with it (iPhoto[comma] iMovie[comma] iWeb[comma] iTunes[comma] GarageBand) is all very helpful as well.,runs,positive
Even though it is running Snow Leopard[comma] 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.,spinning wheel,negative
Great OS[comma] fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.,OS,positive
I believe that the quality of a mac is worth the price.,quality,positive
But[comma] for the cost this is a winner.,cost,positive
On my PowerBook G4 I would never use the trackpad I would use an external mouse because I didn't like the trackpad.,trackpad,negative
WIth the upgraded memory[comma] the MacBook Pro never has an issue running many many applications at once!,upgraded memory,positive
The battery life sucked the juice from my laptop and when the extended life battery went out we were SOL there to[comma] so much for that warranty covering all the products we purchased.,battery life,negative
I especially like the keyboard which has chiclet type keys.,keys,positive
I have found it very easy to use[comma] very imformative[comma] wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various features and programs.,use,positive
They should have included more memory on their computers if they knew Vista would run slowly.,Vista,negative
The service tech said he had tried to duplicate the damage and wasn't able to recreate it therefore it had to be their defect.,service tech,negative
The battery holds up well[comma] it's built very solidly[comma] and runs fast.,built,positive
Boots up fast and runs great!,runs,positive
I think part of the problem with this computer is Vista[comma] yet I know Vista isn't the entire issue because my latest purchase was my Acer and it also has Vista (I should have waited the few months to get the next operating system).,Vista,negative
) I also purchased  Applecare  for $300[comma] which is a three year extended warranty[comma] since I ve never seen any laptop that lasted more than two.,Applecare,neutral
